Id,SalePrice
2232,185161.87
2233,197444.7
2234,247713.66
2235,217756.89
2236,271440.77
2237,329559.56
2238,237025.59
2239,130991.49
2240,178444.39
2241,147991.28
2242,133399.29
2243,132769.45
2244,103511.52
2245,93897.36
2246,143563.28
2247,134978.01
2248,126928.74
2249,115427.27
2250,128452.43
2251,124813.63
2252,212158.94
2253,148021.49
2254,174494.31
2255,202352.04
2256,186315.06
2257,201590.34
2258,169810.5
2259,170426.42
2260,177317.97
2261,190420.58
2262,224146.47
2263,303950.44
2264,383695.57
2265,209131.22
2266,279479.14
2267,377011.79
2268,340859.9
2269,162230.74
2270,209307.42
2271,244944.93
2272,229852.69
2273,179842.12
2274,203912.66
2275,195573.88
2276,198757.1
2277,196089.05
2278,163501.23
2279,99161.83
2280,102045.15
2281,173809.34
2282,190022.56
2283,137977.82
2284,113722.61
2285,171705.94
2286,120259.14
2287,314255.94
2288,263209.37
2289,334633.68
2290,383426.89
2291,287848.71
2292,370796.64
2293,396585.62
2294,343999.29
2295,417387.24
2296,286605.73
2297,276693.09
2298,298950.31
2299,330997.58
2300,319972.02
2301,259528.12
2302,258415.26
2303,254618.77
2304,253572.44
2305,206433.31
2306,211147.3
2307,202652.6
2308,237590.14
2309,283354.52
2310,215934.4
2311,227103.49
2312,175259.2
2313,169728.53
2314,182984.58
2315,168511.97
2316,176289.25
2317,193616.77
2318,167727.92
2319,180924.24
2320,185917.77
2321,254629.93
2322,185763.73
2323,195036.01
2324,178778.24
2325,208674.43
2326,172384.26
2327,201676.01
2328,220110.72
2329,188236.44
2330,185578.51
2331,336850.84
2332,359508.36
2333,308775.1
2334,249996.9
2335,256993.48
2336,325842.52
2337,205077.02
2338,274985.53
2339,238593.12
2340,387853.59
2341,210458.77
2342,244185.95
2343,234187.57
2344,226174.59
2345,249170.74
2346,212022.46
2347,196910.35
2348,236780.89
2349,159941.24
2350,268059.46
2351,245458.68
2352,266713.16
2353,250545.15
2354,138266.17
2355,155692.75
2356,156459.39
2357,208214.29
2358,199452.48
2359,142052.26
2360,107544.83
2361,150659.24
2362,279446.1
2363,136997.02
2364,187563.1
2365,233790.59
2366,203551.1
2367,229941.54
2368,213203.87
2369,226677.9
2370,173446.44
2371,172018.48
2372,195753.57
2373,259048.99
2374,305304.67
2375,221849.82
2376,322322.57
2377,336915.97
2378,141918.01
2379,250308.25
2380,159798.22
2381,189574.58
2382,220441.84
2383,225512.44
2384,254313.79
2385,164575.36
2386,143075.58
2387,132049.49
2388,100030.17
2389,119917.87
2390,125372.47
2391,144083.65
2392,102790.06
2393,180507.21
2394,145094.28
2395,208228.97
2396,143400.5
2397,230477.68
2398,122432.17
2399,20732.0
2400,19331.11
2401,108950.34
2402,131697.26
2403,155534.21
2404,144130.82
2405,169574.39
2406,152376.18
2407,118219.52
2408,135883.69
2409,113183.68
2410,195590.27
2411,110688.24
2412,159761.99
2413,120494.15
2414,144557.78
2415,145584.9
2416,133485.79
2417,113787.17
2418,109856.6
2419,100366.56
2420,111643.62
2421,141607.07
2422,112536.82
2423,104606.84
2424,166953.64
2425,246683.56
2426,145424.57
2427,121231.77
2428,188591.59
2429,106695.14
2430,140963.79
2431,105841.56
2432,127567.62
2433,130865.24
2434,133689.93
2435,149570.95
2436,84539.34
2437,87926.05
2438,106915.44
2439,112154.01
2440,131675.57
2441,105266.21
2442,92437.96
2443,124260.08
2444,135672.98
2445,56175.89
2446,116335.59
2447,219548.58
2448,135813.57
2449,102792.02
2450,167506.18
2451,124999.05
2452,227338.85
2453,74808.89
2454,129317.86
2455,119027.16
2456,139351.09
2457,119659.71
2458,116447.15
2459,91593.58
2460,137852.08
2461,107281.02
2462,126285.77
2463,115075.77
2464,194021.71
2465,137201.87
2466,97996.67
2467,155750.54
2468,67229.13
2469,75826.09
2470,221256.22
2471,213041.94
2472,190500.47
2473,112761.84
2474,65556.46
2475,250851.13
2476,123629.35
2477,124734.66
2478,173963.03
2479,86934.1
2480,127186.21
2481,109445.91
2482,135772.63
2483,99564.21
2484,117386.02
2485,106679.28
2486,135862.24
2487,222503.74
2488,169315.77
2489,165717.17
2490,129359.13
2491,74619.0
2492,176206.72
2493,149067.36
2494,170909.24
2495,97976.79
2496,253237.14
2497,172534.47
2498,96337.97
2499,65648.42
2500,119739.31
2501,128230.44
2502,148762.82
2503,75855.67
2504,192430.73
2505,226306.77
2506,258367.35
2507,292509.53
2508,257823.5
2509,228404.27
2510,234709.89
2511,192133.67
2512,212366.53
2513,226105.63
2514,262424.79
2515,140016.9
2516,170905.89
2517,139842.42
2518,143010.62
2519,223761.6
2520,221240.19
2521,200122.91
2522,230957.3
2523,119232.31
2524,124712.39
2525,144745.18
2526,134576.09
2527,90739.33
2528,108024.64
2529,121470.64
2530,118062.25
2531,255084.08
2532,233049.51
2533,213700.1
2534,243260.67
2535,306716.36
2536,252028.91
2537,254306.01
2538,186522.66
2539,202102.12
2540,169323.04
2541,186177.02
2542,149623.28
2543,139195.66
2544,100883.36
2545,121629.13
2546,160136.71
2547,152902.6
2548,162362.62
2549,156891.91
2550,730675.09
2551,157843.12
2552,112277.66
2553,64655.63
2554,94705.91
2555,112796.16
2556,77824.3
2557,89294.1
2558,176327.94
2559,123641.84
2560,139659.93
2561,147228.5
2562,128063.64
2563,139093.7
2564,169837.53
2565,120330.5
2566,127761.62
2567,121167.51
2568,181677.04
2569,190513.14
2570,132751.76
2571,163737.01
2572,195957.2
2573,245294.43
2574,298304.58
2575,141360.82
2576,123810.4
2577,166179.28
2578,73418.41
2579,22416.86
2580,131280.12
2581,133146.83
2582,134594.12
2583,281083.18
2584,185147.78
2585,183938.87
2586,239219.37
2587,217490.3
2588,143872.8
2589,169482.97
2590,233675.21
2591,273659.49
2592,219366.96
2593,245768.7
2594,187221.13
2595,220787.15
2596,327941.34
2597,184087.37
2598,254435.7
2599,308991.72
2600,196261.58
2601,147087.98
2602,70092.36
2603,89347.86
2604,80486.68
2605,63487.63
2606,161853.14
2607,219655.8
2608,223200.81
2609,155432.84
2610,109103.66
2611,161910.65
2612,160788.03
2613,131678.21
2614,116284.2
2615,156108.04
2616,153824.01
2617,214663.1
2618,243312.9
2619,239076.85
2620,186714.74
2621,174455.47
2622,185261.12
2623,245525.95
2624,269848.35
2625,294612.67
2626,170570.32
2627,187790.45
2628,364776.75
2629,382715.1
2630,297743.75
2631,388173.53
2632,338875.11
2633,295416.69
2634,339882.27
2635,180863.33
2636,202319.51
2637,200063.7
2638,259712.96
2639,208927.03
2640,172055.65
2641,73460.24
2642,204096.51
2643,124403.5
2644,135459.65
2645,127532.88
2646,122965.24
2647,132684.79
2648,149935.82
2649,143184.9
2650,151993.23
2651,143728.05
2652,346362.31
2653,264923.42
2654,240428.86
2655,359624.69
2656,295892.05
2657,320761.45
2658,272553.69
2659,264309.68
2660,299551.15
2661,336750.45
2662,340806.33
2663,283695.46
2664,271674.66
2665,322417.65
2666,288300.09
2667,164027.17
2668,182504.9
2669,177802.35
2670,271553.15
2671,185071.04
2672,199436.09
2673,224292.19
2674,226764.25
2675,176118.28
2676,191845.67
2677,205152.86
2678,247056.78
2679,278605.19
2680,283867.4
2681,370399.3
2682,315388.95
2683,399572.24
2684,294208.23
2685,305925.38
2686,261790.17
2687,290151.25
2688,228238.64
2689,213234.4
2690,371235.18
2691,188588.63
2692,144669.76
2693,208730.56
2694,142955.06
2695,207610.11
2696,197645.14
2697,199237.11
2698,197324.88
2699,194073.72
2700,165879.44
2701,152841.04
2702,106219.31
2703,155947.14
2704,157111.81
2705,106086.62
2706,102016.95
2707,117944.15
2708,122866.46
2709,100744.95
2710,114889.11
2711,301018.17
2712,354724.15
2713,187518.11
2714,164845.85
2715,189570.32
2716,157384.48
2717,199543.53
2718,226969.86
2719,171053.74
2720,196035.42
2721,130651.93
2722,155430.78
2723,173852.36
2724,116987.75
2725,126221.47
2726,146761.73
2727,197393.73
2728,159618.57
2729,132996.54
2730,147036.63
2731,126280.63
2732,115416.17
2733,170741.61
2734,162129.98
2735,135676.8
2736,145640.9
2737,118871.85
2738,145016.24
2739,161170.19
2740,154567.8
2741,139947.1
2742,172908.42
2743,160192.28
2744,161867.54
2745,163060.01
2746,136582.67
2747,172207.27
2748,121711.82
2749,114826.65
2750,98128.32
2751,124585.25
2752,222622.74
2753,172029.05
2754,254963.31
2755,135509.58
2756,63640.28
2757,36717.47
2758,69763.37
2759,156478.21
2760,110033.39
2761,162070.62
2762,160914.91
2763,219715.88
2764,171062.92
2765,287024.28
2766,130649.5
2767,49615.84
2768,125552.82
2769,120529.76
2770,168619.6
2771,105936.0
2772,115303.34
2773,154509.88
2774,152025.05
2775,109316.89
2776,151703.0
2777,154491.06
2778,132486.22
2779,119841.73
2780,111263.12
2781,85601.48
2782,73342.6
2783,60862.31
2784,120071.02
2785,113511.76
2786,25805.38
2787,133423.31
2788,34214.04
2789,193154.15
2790,89777.49
2791,104393.92
2792,32954.76
2793,175292.52
2794,55353.36
2795,110580.7
2796,76386.31
2797,221643.77
2798,89437.56
2799,116123.33
2800,54435.05
2801,114911.04
2802,127270.5
2803,204791.81
2804,136326.8
2805,91715.67
2806,71201.77
2807,170954.05
2808,151955.68
2809,144087.98
2810,129470.24
2811,150446.08
2812,160816.04
2813,168320.82
2814,180424.17
2815,89183.44
2816,240102.0
2817,130182.76
2818,130408.16
2819,193239.65
2820,130276.08
2821,101247.25
2822,189027.63
2823,328151.85
2824,171134.34
2825,151812.83
2826,131698.87
2827,143454.66
2828,239163.86
2829,208771.24
2830,242401.06
2831,202943.28
2832,251344.65
2833,278555.59
2834,220835.23
2835,225753.49
2836,216297.29
2837,179465.73
2838,141546.67
2839,174808.21
2840,210862.25
2841,213812.93
2842,231270.32
2843,160175.98
2844,177278.29
2845,117738.41
2846,225099.52
2847,200640.96
2848,242386.8
2849,204184.55
2850,284795.24
2851,218308.6
2852,247531.87
2853,235407.17
2854,161246.74
2855,217850.57
2856,205866.01
2857,199787.72
2858,212101.9
2859,103985.05
2860,130589.4
2861,141349.79
2862,210988.18
2863,136137.64
2864,251026.41
2865,158129.46
2866,191200.07
2867,70527.61
2868,112528.65
2869,99730.02
2870,134019.52
2871,68347.05
2872,-4968.77
2873,97640.35
2874,138456.18
2875,146314.09
2876,180370.63
2877,141840.82
2878,154533.21
2879,131851.46
2880,90100.12
2881,133708.38
2882,164445.01
2883,191136.54
2884,181260.16
2885,162899.51
2886,211617.15
2887,103783.92
2888,139600.12
2889,29680.29
2890,52455.63
2891,157175.11
2892,23145.2
2893,96063.88
2894,26638.26
2895,293176.24
2896,271623.89
2897,214217.08
2898,179002.45
2899,222060.49
2900,183687.3
2901,226751.15
2902,201928.87
2903,302799.43
2904,321623.85
2905,59022.63
2906,234484.48
2907,113839.41
2908,117578.16
2909,176105.13
2910,68060.55
2911,70614.51
2912,142892.79
2913,75929.58
2914,61437.99
2915,71493.92
2916,76885.74
2917,187678.47
2918,110384.45
2919,240336.94
